Memory Length4000;;;;;;;
Trigger Level0.000E+00;;;;;;;
SourceCH1;;;;;;;
Probe1X;;;;;;;
Vertical UnitsV;;;;;;;
Vertical Scale;1.00E+00;;;;;;
Vertical Position;-4.00E-02;;;;;;
Horizontal Unitss;;;;;;;
Horizontal Scale5.000E-02;;;;;;;
Horizontal Position0.000E+00;;;;;;;
Horizontal ModeRoll Mode;;;;;;;
Sampling Period;2.00E-04;;;;;;
FirmwareV1.12;;;;;;;
Time ;;Escalas de tiempo;Tiempo(s);Waveform Data Ch1;Ch1 (V);Waveform Data Ch1;Ch2 (V)
ModeFast;;;;;;;
Waveform Data;;;;;;;
25;;2334;4.67E-01;1.00E+00;4.00E-02;;
25;;2335;4.67E-01;1.00E+00;4.00E-02;;
24;;2336;4.67E-01;9.60E-01;3.84E-02;;
25;;2337;4.67E-01;1.00E+00;4.00E-02;;
24;;2338;4.68E-01;9.60E-01;3.84E-02;;
25;;2339;4.68E-01;1.00E+00;4.00E-02;;
24;;2340;4.68E-01;9.60E-01;3.84E-02;;
25;;2341;4.68E-01;1.00E+00;4.00E-02;;
24;;2342;4.68E-01;9.60E-01;3.84E-02;;
24;;2343;4.69E-01;9.60E-01;3.84E-02;;
24;;2344;4.69E-01;9.60E-01;3.84E-02;;
24;;2345;4.69E-01;9.60E-01;3.84E-02;;
24;;2346;4.69E-01;9.60E-01;3.84E-02;;
24;;2347;4.69E-01;9.60E-01;3.84E-02;;
24;;2348;4.70E-01;9.60E-01;3.84E-02;;
24;;2349;4.70E-01;9.60E-01;3.84E-02;;
24;;2350;4.70E-01;9.60E-01;3.84E-02;;
24;;2351;4.70E-01;9.60E-01;3.84E-02;;
24;;2352;4.70E-01;9.60E-01;3.84E-02;;
24;;2353;4.71E-01;9.60E-01;3.84E-02;;
24;;2354;4.71E-01;9.60E-01;3.84E-02;;
24;;2355;4.71E-01;9.60E-01;3.84E-02;;
24;;2356;4.71E-01;9.60E-01;3.84E-02;;
24;;2357;4.71E-01;9.60E-01;3.84E-02;;
24;;2358;4.72E-01;9.60E-01;3.84E-02;;
24;;2359;4.72E-01;9.60E-01;3.84E-02;;
24;;2360;4.72E-01;9.60E-01;3.84E-02;;
24;;2361;4.72E-01;9.60E-01;3.84E-02;;
24;;2362;4.72E-01;9.60E-01;3.84E-02;;
23;;2363;4.73E-01;9.20E-01;3.68E-02;;
24;;2364;4.73E-01;9.60E-01;3.84E-02;;
23;;2365;4.73E-01;9.20E-01;3.68E-02;;
24;;2366;4.73E-01;9.60E-01;3.84E-02;;
23;;2367;4.73E-01;9.20E-01;3.68E-02;;
23;;2368;4.74E-01;9.20E-01;3.68E-02;;
23;;2369;4.74E-01;9.20E-01;3.68E-02;;
23;;2370;4.74E-01;9.20E-01;3.68E-02;;
23;;2371;4.74E-01;9.20E-01;3.68E-02;;
23;;2372;4.74E-01;9.20E-01;3.68E-02;;
24;;2373;4.75E-01;9.60E-01;3.84E-02;;
23;;2374;4.75E-01;9.20E-01;3.68E-02;;
23;;2375;4.75E-01;9.20E-01;3.68E-02;;
23;;2376;4.75E-01;9.20E-01;3.68E-02;;
23;;2377;4.75E-01;9.20E-01;3.68E-02;;
23;;2378;4.76E-01;9.20E-01;3.68E-02;;
23;;2379;4.76E-01;9.20E-01;3.68E-02;;
23;;2380;4.76E-01;9.20E-01;3.68E-02;;
23;;2381;4.76E-01;9.20E-01;3.68E-02;;
24;;2382;4.76E-01;9.60E-01;3.84E-02;;
23;;2383;4.77E-01;9.20E-01;3.68E-02;;
22;;2384;4.77E-01;8.80E-01;3.52E-02;;
23;;2385;4.77E-01;9.20E-01;3.68E-02;;
22;;2386;4.77E-01;8.80E-01;3.52E-02;;
22;;2387;4.77E-01;8.80E-01;3.52E-02;;
22;;2388;4.78E-01;8.80E-01;3.52E-02;;
23;;2389;4.78E-01;9.20E-01;3.68E-02;;
23;;2390;4.78E-01;9.20E-01;3.68E-02;;
22;;2391;4.78E-01;8.80E-01;3.52E-02;;
23;;2392;4.78E-01;9.20E-01;3.68E-02;;
22;;2393;4.79E-01;8.80E-01;3.52E-02;;
22;;2394;4.79E-01;8.80E-01;3.52E-02;;
23;;2395;4.79E-01;9.20E-01;3.68E-02;;
22;;2396;4.79E-01;8.80E-01;3.52E-02;;
22;;2397;4.79E-01;8.80E-01;3.52E-02;;
22;;2398;4.80E-01;8.80E-01;3.52E-02;;
22;;2399;4.80E-01;8.80E-01;3.52E-02;;
22;;2400;4.80E-01;8.80E-01;3.52E-02;;
21;;2401;4.80E-01;8.40E-01;3.36E-02;;
22;;2402;4.80E-01;8.80E-01;3.52E-02;;
22;;2403;4.81E-01;8.80E-01;3.52E-02;;
22;;2404;4.81E-01;8.80E-01;3.52E-02;;
21;;2405;4.81E-01;8.40E-01;3.36E-02;;
22;;2406;4.81E-01;8.80E-01;3.52E-02;;
22;;2407;4.81E-01;8.80E-01;3.52E-02;;
21;;2408;4.82E-01;8.40E-01;3.36E-02;;
21;;2409;4.82E-01;8.40E-01;3.36E-02;;
21;;2410;4.82E-01;8.40E-01;3.36E-02;;
20;;2411;4.82E-01;8.00E-01;3.20E-02;;
20;;2412;4.82E-01;8.00E-01;3.20E-02;;
21;;2413;4.83E-01;8.40E-01;3.36E-02;;
21;;2414;4.83E-01;8.40E-01;3.36E-02;;
22;;2415;4.83E-01;8.80E-01;3.52E-02;;
20;;2416;4.83E-01;8.00E-01;3.20E-02;;
21;;2417;4.83E-01;8.40E-01;3.36E-02;;
20;;2418;4.84E-01;8.00E-01;3.20E-02;;
21;;2419;4.84E-01;8.40E-01;3.36E-02;;
20;;2420;4.84E-01;8.00E-01;3.20E-02;;
20;;2421;4.84E-01;8.00E-01;3.20E-02;;
20;;2422;4.84E-01;8.00E-01;3.20E-02;;
20;;2423;4.85E-01;8.00E-01;3.20E-02;;
20;;2424;4.85E-01;8.00E-01;3.20E-02;;
20;;2425;4.85E-01;8.00E-01;3.20E-02;;
20;;2426;4.85E-01;8.00E-01;3.20E-02;;
20;;2427;4.85E-01;8.00E-01;3.20E-02;;
20;;2428;4.86E-01;8.00E-01;3.20E-02;;
20;;2429;4.86E-01;8.00E-01;3.20E-02;;
20;;2430;4.86E-01;8.00E-01;3.20E-02;;
20;;2431;4.86E-01;8.00E-01;3.20E-02;;
20;;2432;4.86E-01;8.00E-01;3.20E-02;;
19;;2433;4.87E-01;7.60E-01;3.04E-02;;
19;;2434;4.87E-01;7.60E-01;3.04E-02;;
19;;2435;4.87E-01;7.60E-01;3.04E-02;;
19;;2436;4.87E-01;7.60E-01;3.04E-02;;
19;;2437;4.87E-01;7.60E-01;3.04E-02;;
19;;2438;4.88E-01;7.60E-01;3.04E-02;;
19;;2439;4.88E-01;7.60E-01;3.04E-02;;
18;;2440;4.88E-01;7.20E-01;2.88E-02;;
19;;2441;4.88E-01;7.60E-01;3.04E-02;;
19;;2442;4.88E-01;7.60E-01;3.04E-02;;
18;;2443;4.89E-01;7.20E-01;2.88E-02;;
19;;2444;4.89E-01;7.60E-01;3.04E-02;;
19;;2445;4.89E-01;7.60E-01;3.04E-02;;
18;;2446;4.89E-01;7.20E-01;2.88E-02;;
19;;2447;4.89E-01;7.60E-01;3.04E-02;;
19;;2448;4.90E-01;7.60E-01;3.04E-02;;
18;;2449;4.90E-01;7.20E-01;2.88E-02;;
18;;2450;4.90E-01;7.20E-01;2.88E-02;;
18;;2451;4.90E-01;7.20E-01;2.88E-02;;
18;;2452;4.90E-01;7.20E-01;2.88E-02;;
18;;2453;4.91E-01;7.20E-01;2.88E-02;;
18;;2454;4.91E-01;7.20E-01;2.88E-02;;
18;;2455;4.91E-01;7.20E-01;2.88E-02;;
18;;2456;4.91E-01;7.20E-01;2.88E-02;;
18;;2457;4.91E-01;7.20E-01;2.88E-02;;
18;;2458;4.92E-01;7.20E-01;2.88E-02;;
17;;2459;4.92E-01;6.80E-01;2.72E-02;;
17;;2460;4.92E-01;6.80E-01;2.72E-02;;
17;;2461;4.92E-01;6.80E-01;2.72E-02;;
17;;2462;4.92E-01;6.80E-01;2.72E-02;;
17;;2463;4.93E-01;6.80E-01;2.72E-02;;
16;;2464;4.93E-01;6.40E-01;2.56E-02;;
17;;2465;4.93E-01;6.80E-01;2.72E-02;;
17;;2466;4.93E-01;6.80E-01;2.72E-02;;
16;;2467;4.93E-01;6.40E-01;2.56E-02;;
16;;2468;4.94E-01;6.40E-01;2.56E-02;;
16;;2469;4.94E-01;6.40E-01;2.56E-02;;
16;;2470;4.94E-01;6.40E-01;2.56E-02;;
17;;2471;4.94E-01;6.80E-01;2.72E-02;;
17;;2472;4.94E-01;6.80E-01;2.72E-02;;
16;;2473;4.95E-01;6.40E-01;2.56E-02;;
16;;2474;4.95E-01;6.40E-01;2.56E-02;;
16;;2475;4.95E-01;6.40E-01;2.56E-02;;
16;;2476;4.95E-01;6.40E-01;2.56E-02;;
16;;2477;4.95E-01;6.40E-01;2.56E-02;;
16;;2478;4.96E-01;6.40E-01;2.56E-02;;
16;;2479;4.96E-01;6.40E-01;2.56E-02;;
16;;2480;4.96E-01;6.40E-01;2.56E-02;;
16;;2481;4.96E-01;6.40E-01;2.56E-02;;
16;;2482;4.96E-01;6.40E-01;2.56E-02;;
16;;2483;4.97E-01;6.40E-01;2.56E-02;;
16;;2484;4.97E-01;6.40E-01;2.56E-02;;
16;;2485;4.97E-01;6.40E-01;2.56E-02;;
16;;2486;4.97E-01;6.40E-01;2.56E-02;;
16;;2487;4.97E-01;6.40E-01;2.56E-02;;
15;;2488;4.98E-01;6.00E-01;2.40E-02;;
15;;2489;4.98E-01;6.00E-01;2.40E-02;;
16;;2490;4.98E-01;6.40E-01;2.56E-02;;
15;;2491;4.98E-01;6.00E-01;2.40E-02;;
16;;2492;4.98E-01;6.40E-01;2.56E-02;;
14;;2493;4.99E-01;5.60E-01;2.24E-02;;
15;;2494;4.99E-01;6.00E-01;2.40E-02;;
15;;2495;4.99E-01;6.00E-01;2.40E-02;;
15;;2496;4.99E-01;6.00E-01;2.40E-02;;
15;;2497;4.99E-01;6.00E-01;2.40E-02;;
14;;2498;5.00E-01;5.60E-01;2.24E-02;;
14;;2499;5.00E-01;5.60E-01;2.24E-02;;
14;;2500;5.00E-01;5.60E-01;2.24E-02;;
14;;2501;5.00E-01;5.60E-01;2.24E-02;;
14;;2502;5.00E-01;5.60E-01;2.24E-02;;
15;;2503;5.01E-01;6.00E-01;2.40E-02;;
14;;2504;5.01E-01;5.60E-01;2.24E-02;;
15;;2505;5.01E-01;6.00E-01;2.40E-02;;
14;;2506;5.01E-01;5.60E-01;2.24E-02;;
13;;2507;5.01E-01;5.20E-01;2.08E-02;;
14;;2508;5.02E-01;5.60E-01;2.24E-02;;
14;;2509;5.02E-01;5.60E-01;2.24E-02;;
13;;2510;5.02E-01;5.20E-01;2.08E-02;;
14;;2511;5.02E-01;5.60E-01;2.24E-02;;
13;;2512;5.02E-01;5.20E-01;2.08E-02;;
13;;2513;5.03E-01;5.20E-01;2.08E-02;;
13;;2514;5.03E-01;5.20E-01;2.08E-02;;
13;;2515;5.03E-01;5.20E-01;2.08E-02;;
13;;2516;5.03E-01;5.20E-01;2.08E-02;;
13;;2517;5.03E-01;5.20E-01;2.08E-02;;
13;;2518;5.04E-01;5.20E-01;2.08E-02;;
13;;2519;5.04E-01;5.20E-01;2.08E-02;;
13;;2520;5.04E-01;5.20E-01;2.08E-02;;
13;;2521;5.04E-01;5.20E-01;2.08E-02;;
12;;2522;5.04E-01;4.80E-01;1.92E-02;;
12;;2523;5.05E-01;4.80E-01;1.92E-02;;
12;;2524;5.05E-01;4.80E-01;1.92E-02;;
12;;2525;5.05E-01;4.80E-01;1.92E-02;;
12;;2526;5.05E-01;4.80E-01;1.92E-02;;
12;;2527;5.05E-01;4.80E-01;1.92E-02;;
12;;2528;5.06E-01;4.80E-01;1.92E-02;;
12;;2529;5.06E-01;4.80E-01;1.92E-02;;
12;;2530;5.06E-01;4.80E-01;1.92E-02;;
12;;2531;5.06E-01;4.80E-01;1.92E-02;;
12;;2532;5.06E-01;4.80E-01;1.92E-02;;
12;;2533;5.07E-01;4.80E-01;1.92E-02;;
12;;2534;5.07E-01;4.80E-01;1.92E-02;;
12;;2535;5.07E-01;4.80E-01;1.92E-02;;
11;;2536;5.07E-01;4.40E-01;1.76E-02;;
12;;2537;5.07E-01;4.80E-01;1.92E-02;;
12;;2538;5.08E-01;4.80E-01;1.92E-02;;
11;;2539;5.08E-01;4.40E-01;1.76E-02;;
11;;2540;5.08E-01;4.40E-01;1.76E-02;;
11;;2541;5.08E-01;4.40E-01;1.76E-02;;
11;;2542;5.08E-01;4.40E-01;1.76E-02;;
11;;2543;5.09E-01;4.40E-01;1.76E-02;;
11;;2544;5.09E-01;4.40E-01;1.76E-02;;
11;;2545;5.09E-01;4.40E-01;1.76E-02;;
11;;2546;5.09E-01;4.40E-01;1.76E-02;;
11;;2547;5.09E-01;4.40E-01;1.76E-02;;
11;;2548;5.10E-01;4.40E-01;1.76E-02;;
11;;2549;5.10E-01;4.40E-01;1.76E-02;;
11;;2550;5.10E-01;4.40E-01;1.76E-02;;
10;;2551;5.10E-01;4.00E-01;1.60E-02;;
11;;2552;5.10E-01;4.40E-01;1.76E-02;;
11;;2553;5.11E-01;4.40E-01;1.76E-02;;
10;;2554;5.11E-01;4.00E-01;1.60E-02;;
10;;2555;5.11E-01;4.00E-01;1.60E-02;;
11;;2556;5.11E-01;4.40E-01;1.76E-02;;
10;;2557;5.11E-01;4.00E-01;1.60E-02;;
10;;2558;5.12E-01;4.00E-01;1.60E-02;;
10;;2559;5.12E-01;4.00E-01;1.60E-02;;
10;;2560;5.12E-01;4.00E-01;1.60E-02;;
10;;2561;5.12E-01;4.00E-01;1.60E-02;;
10;;2562;5.12E-01;4.00E-01;1.60E-02;;
10;;2563;5.13E-01;4.00E-01;1.60E-02;;
9;;2564;5.13E-01;3.60E-01;1.44E-02;;
9;;2565;5.13E-01;3.60E-01;1.44E-02;;
9;;2566;5.13E-01;3.60E-01;1.44E-02;;
9;;2567;5.13E-01;3.60E-01;1.44E-02;;
9;;2568;5.14E-01;3.60E-01;1.44E-02;;
8;;2569;5.14E-01;3.20E-01;1.28E-02;;
9;;2570;5.14E-01;3.60E-01;1.44E-02;;
8;;2571;5.14E-01;3.20E-01;1.28E-02;;
9;;2572;5.14E-01;3.60E-01;1.44E-02;;
9;;2573;5.15E-01;3.60E-01;1.44E-02;;
8;;2574;5.15E-01;3.20E-01;1.28E-02;;
9;;2575;5.15E-01;3.60E-01;1.44E-02;;
8;;2576;5.15E-01;3.20E-01;1.28E-02;;
9;;2577;5.15E-01;3.60E-01;1.44E-02;;
8;;2578;5.16E-01;3.20E-01;1.28E-02;;
9;;2579;5.16E-01;3.60E-01;1.44E-02;;
8;;2580;5.16E-01;3.20E-01;1.28E-02;;
8;;2581;5.16E-01;3.20E-01;1.28E-02;;
8;;2582;5.16E-01;3.20E-01;1.28E-02;;
8;;2583;5.17E-01;3.20E-01;1.28E-02;;
8;;2584;5.17E-01;3.20E-01;1.28E-02;;
8;;2585;5.17E-01;3.20E-01;1.28E-02;;
8;;2586;5.17E-01;3.20E-01;1.28E-02;;
8;;2587;5.17E-01;3.20E-01;1.28E-02;;
8;;2588;5.18E-01;3.20E-01;1.28E-02;;
8;;2589;5.18E-01;3.20E-01;1.28E-02;;
8;;2590;5.18E-01;3.20E-01;1.28E-02;;
7;;2591;5.18E-01;2.80E-01;1.12E-02;;
7;;2592;5.18E-01;2.80E-01;1.12E-02;;
7;;2593;5.19E-01;2.80E-01;1.12E-02;;
8;;2594;5.19E-01;3.20E-01;1.28E-02;;
8;;2595;5.19E-01;3.20E-01;1.28E-02;;
7;;2596;5.19E-01;2.80E-01;1.12E-02;;
8;;2597;5.19E-01;3.20E-01;1.28E-02;;
7;;2598;5.20E-01;2.80E-01;1.12E-02;;
8;;2599;5.20E-01;3.20E-01;1.28E-02;;
7;;2600;5.20E-01;2.80E-01;1.12E-02;;
7;;2601;5.20E-01;2.80E-01;1.12E-02;;
7;;2602;5.20E-01;2.80E-01;1.12E-02;;
7;;2603;5.21E-01;2.80E-01;1.12E-02;;
7;;2604;5.21E-01;2.80E-01;1.12E-02;;
7;;2605;5.21E-01;2.80E-01;1.12E-02;;
6;;2606;5.21E-01;2.40E-01;9.60E-03;;
7;;2607;5.21E-01;2.80E-01;1.12E-02;;
6;;2608;5.22E-01;2.40E-01;9.60E-03;;
6;;2609;5.22E-01;2.40E-01;9.60E-03;;
6;;2610;5.22E-01;2.40E-01;9.60E-03;;
6;;2611;5.22E-01;2.40E-01;9.60E-03;;
6;;2612;5.22E-01;2.40E-01;9.60E-03;;
5;;2613;5.23E-01;2.00E-01;8.00E-03;;
6;;2614;5.23E-01;2.40E-01;9.60E-03;;
6;;2615;5.23E-01;2.40E-01;9.60E-03;;
6;;2616;5.23E-01;2.40E-01;9.60E-03;;
5;;2617;5.23E-01;2.00E-01;8.00E-03;;
6;;2618;5.24E-01;2.40E-01;9.60E-03;;
5;;2619;5.24E-01;2.00E-01;8.00E-03;;
5;;2620;5.24E-01;2.00E-01;8.00E-03;;
5;;2621;5.24E-01;2.00E-01;8.00E-03;;
5;;2622;5.24E-01;2.00E-01;8.00E-03;;
6;;2623;5.25E-01;2.40E-01;9.60E-03;;
5;;2624;5.25E-01;2.00E-01;8.00E-03;;
5;;2625;5.25E-01;2.00E-01;8.00E-03;;
6;;2626;5.25E-01;2.40E-01;9.60E-03;;
4;;2627;5.25E-01;1.60E-01;6.40E-03;;
4;;2628;5.26E-01;1.60E-01;6.40E-03;;
5;;2629;5.26E-01;2.00E-01;8.00E-03;;
4;;2630;5.26E-01;1.60E-01;6.40E-03;;
5;;2631;5.26E-01;2.00E-01;8.00E-03;;
4;;2632;5.26E-01;1.60E-01;6.40E-03;;
4;;2633;5.27E-01;1.60E-01;6.40E-03;;
4;;2634;5.27E-01;1.60E-01;6.40E-03;;
4;;2635;5.27E-01;1.60E-01;6.40E-03;;
4;;2636;5.27E-01;1.60E-01;6.40E-03;;
4;;2637;5.27E-01;1.60E-01;6.40E-03;;
4;;2638;5.28E-01;1.60E-01;6.40E-03;;
4;;2639;5.28E-01;1.60E-01;6.40E-03;;
4;;2640;5.28E-01;1.60E-01;6.40E-03;;
4;;2641;5.28E-01;1.60E-01;6.40E-03;;
4;;2642;5.28E-01;1.60E-01;6.40E-03;;
4;;2643;5.29E-01;1.60E-01;6.40E-03;;
4;;2644;5.29E-01;1.60E-01;6.40E-03;;
4;;2645;5.29E-01;1.60E-01;6.40E-03;;
4;;2646;5.29E-01;1.60E-01;6.40E-03;;
4;;2647;5.29E-01;1.60E-01;6.40E-03;;
4;;2648;5.30E-01;1.60E-01;6.40E-03;;
4;;2649;5.30E-01;1.60E-01;6.40E-03;;
4;;2650;5.30E-01;1.60E-01;6.40E-03;;
4;;2651;5.30E-01;1.60E-01;6.40E-03;;
4;;2652;5.30E-01;1.60E-01;6.40E-03;;
4;;2653;5.31E-01;1.60E-01;6.40E-03;;
4;;2654;5.31E-01;1.60E-01;6.40E-03;;
4;;2655;5.31E-01;1.60E-01;6.40E-03;;
3;;2656;5.31E-01;1.20E-01;4.80E-03;;
4;;2657;5.31E-01;1.60E-01;6.40E-03;;
4;;2658;5.32E-01;1.60E-01;6.40E-03;;
3;;2659;5.32E-01;1.20E-01;4.80E-03;;
3;;2660;5.32E-01;1.20E-01;4.80E-03;;
3;;2661;5.32E-01;1.20E-01;4.80E-03;;
3;;2662;5.32E-01;1.20E-01;4.80E-03;;
3;;2663;5.33E-01;1.20E-01;4.80E-03;;
4;;2664;5.33E-01;1.60E-01;6.40E-03;;
3;;2665;5.33E-01;1.20E-01;4.80E-03;;
3;;2666;5.33E-01;1.20E-01;4.80E-03;;
3;;2667;5.33E-01;1.20E-01;4.80E-03;;
3;;2668;5.34E-01;1.20E-01;4.80E-03;;
3;;2669;5.34E-01;1.20E-01;4.80E-03;;
2;;2670;5.34E-01;8.00E-02;3.20E-03;;
3;;2671;5.34E-01;1.20E-01;4.80E-03;;
3;;2672;5.34E-01;1.20E-01;4.80E-03;;
3;;2673;5.35E-01;1.20E-01;4.80E-03;;
2;;2674;5.35E-01;8.00E-02;3.20E-03;;
2;;2675;5.35E-01;8.00E-02;3.20E-03;;
2;;2676;5.35E-01;8.00E-02;3.20E-03;;
2;;2677;5.35E-01;8.00E-02;3.20E-03;;
2;;2678;5.36E-01;8.00E-02;3.20E-03;;
2;;2679;5.36E-01;8.00E-02;3.20E-03;;
2;;2680;5.36E-01;8.00E-02;3.20E-03;;
2;;2681;5.36E-01;8.00E-02;3.20E-03;;
2;;2682;5.36E-01;8.00E-02;3.20E-03;;
2;;2683;5.37E-01;8.00E-02;3.20E-03;;
1;;2684;5.37E-01;4.00E-02;1.60E-03;;
2;;2685;5.37E-01;8.00E-02;3.20E-03;;
2;;2686;5.37E-01;8.00E-02;3.20E-03;;
2;;2687;5.37E-01;8.00E-02;3.20E-03;;
2;;2688;5.38E-01;8.00E-02;3.20E-03;;
3;;2689;5.38E-01;1.20E-01;4.80E-03;;
2;;2690;5.38E-01;8.00E-02;3.20E-03;;
2;;2691;5.38E-01;8.00E-02;3.20E-03;;
1;;2692;5.38E-01;4.00E-02;1.60E-03;;
1;;2693;5.39E-01;4.00E-02;1.60E-03;;
1;;2694;5.39E-01;4.00E-02;1.60E-03;;
2;;2695;5.39E-01;8.00E-02;3.20E-03;;
1;;2696;5.39E-01;4.00E-02;1.60E-03;;
2;;2697;5.39E-01;8.00E-02;3.20E-03;;
2;;2698;5.40E-01;8.00E-02;3.20E-03;;
1;;2699;5.40E-01;4.00E-02;1.60E-03;;
1;;2700;5.40E-01;4.00E-02;1.60E-03;;
2;;2701;5.40E-01;8.00E-02;3.20E-03;;
2;;2702;5.40E-01;8.00E-02;3.20E-03;;
2;;2703;5.41E-01;8.00E-02;3.20E-03;;
1;;2704;5.41E-01;4.00E-02;1.60E-03;;
1;;2705;5.41E-01;4.00E-02;1.60E-03;;
2;;2706;5.41E-01;8.00E-02;3.20E-03;;
2;;2707;5.41E-01;8.00E-02;3.20E-03;;
1;;2708;5.42E-01;4.00E-02;1.60E-03;;
2;;2709;5.42E-01;8.00E-02;3.20E-03;;
1;;2710;5.42E-01;4.00E-02;1.60E-03;;
1;;2711;5.42E-01;4.00E-02;1.60E-03;;
1;;2712;5.42E-01;4.00E-02;1.60E-03;;
1;;2713;5.43E-01;4.00E-02;1.60E-03;;
1;;2714;5.43E-01;4.00E-02;1.60E-03;;
1;;2715;5.43E-01;4.00E-02;1.60E-03;;
1;;2716;5.43E-01;4.00E-02;1.60E-03;;
1;;2717;5.43E-01;4.00E-02;1.60E-03;;
1;;2718;5.44E-01;4.00E-02;1.60E-03;;
1;;2719;5.44E-01;4.00E-02;1.60E-03;;
1;;2720;5.44E-01;4.00E-02;1.60E-03;;
1;;2721;5.44E-01;4.00E-02;1.60E-03;;
0;;2722;5.44E-01;0.00E+00;0.00E+00;;
1;;2723;5.45E-01;4.00E-02;1.60E-03;;
1;;2724;5.45E-01;4.00E-02;1.60E-03;;
0;;2725;5.45E-01;0.00E+00;0.00E+00;;
0;;2726;5.45E-01;0.00E+00;0.00E+00;;
0;;2727;5.45E-01;0.00E+00;0.00E+00;;
1;;2728;5.46E-01;4.00E-02;1.60E-03;;
1;;2729;5.46E-01;4.00E-02;1.60E-03;;
1;;2730;5.46E-01;4.00E-02;1.60E-03;;
1;;2731;5.46E-01;4.00E-02;1.60E-03;;
0;;2732;5.46E-01;0.00E+00;0.00E+00;;
1;;2733;5.47E-01;4.00E-02;1.60E-03;;
0;;2734;5.47E-01;0.00E+00;0.00E+00;;
0;;2735;5.47E-01;0.00E+00;0.00E+00;;
0;;2736;5.47E-01;0.00E+00;0.00E+00;;
0;;2737;5.47E-01;0.00E+00;0.00E+00;;
0;;2738;5.48E-01;0.00E+00;0.00E+00;;
0;;2739;5.48E-01;0.00E+00;0.00E+00;;
0;;2740;5.48E-01;0.00E+00;0.00E+00;;
1;;2741;5.48E-01;4.00E-02;1.60E-03;;
0;;2742;5.48E-01;0.00E+00;0.00E+00;;
0;;2743;5.49E-01;0.00E+00;0.00E+00;;
1;;2744;5.49E-01;4.00E-02;1.60E-03;;
1;;2745;5.49E-01;4.00E-02;1.60E-03;;
0;;2746;5.49E-01;0.00E+00;0.00E+00;;
0;;2747;5.49E-01;0.00E+00;0.00E+00;;
0;;2748;5.50E-01;0.00E+00;0.00E+00;;
0;;2749;5.50E-01;0.00E+00;0.00E+00;;
0;;2750;5.50E-01;0.00E+00;0.00E+00;;
0;;2751;5.50E-01;0.00E+00;0.00E+00;;
0;;2752;5.50E-01;0.00E+00;0.00E+00;;
1;;2753;5.51E-01;4.00E-02;1.60E-03;;
0;;2754;5.51E-01;0.00E+00;0.00E+00;;
1;;2755;5.51E-01;4.00E-02;1.60E-03;;
0;;2756;5.51E-01;0.00E+00;0.00E+00;;
1;;2757;5.51E-01;4.00E-02;1.60E-03;;
1;;2758;5.52E-01;4.00E-02;1.60E-03;;
0;;2759;5.52E-01;0.00E+00;0.00E+00;;
0;;2760;5.52E-01;0.00E+00;0.00E+00;;
0;;2761;5.52E-01;0.00E+00;0.00E+00;;
0;;2762;5.52E-01;0.00E+00;0.00E+00;;
0;;2763;5.53E-01;0.00E+00;0.00E+00;;
1;;2764;5.53E-01;4.00E-02;1.60E-03;;
0;;2765;5.53E-01;0.00E+00;0.00E+00;;
0;;2766;5.53E-01;0.00E+00;0.00E+00;;
0;;2767;5.53E-01;0.00E+00;0.00E+00;;
0;;2768;5.54E-01;0.00E+00;0.00E+00;;
0;;2769;5.54E-01;0.00E+00;0.00E+00;;
0;;2770;5.54E-01;0.00E+00;0.00E+00;;
0;;2771;5.54E-01;0.00E+00;0.00E+00;;
0;;2772;5.54E-01;0.00E+00;0.00E+00;;
0;;2773;5.55E-01;0.00E+00;0.00E+00;;
0;;2774;5.55E-01;0.00E+00;0.00E+00;;
0;;2775;5.55E-01;0.00E+00;0.00E+00;;
0;;2776;5.55E-01;0.00E+00;0.00E+00;;
1;;2777;5.55E-01;4.00E-02;1.60E-03;;
-1;;2778;5.56E-01;-4.00E-02;-1.60E-03;;
0;;2779;5.56E-01;0.00E+00;0.00E+00;;
1;;2780;5.56E-01;4.00E-02;1.60E-03;;
0;;2781;5.56E-01;0.00E+00;0.00E+00;;
0;;2782;5.56E-01;0.00E+00;0.00E+00;;
1;;2783;5.57E-01;4.00E-02;1.60E-03;;
1;;2784;5.57E-01;4.00E-02;1.60E-03;;
0;;2785;5.57E-01;0.00E+00;0.00E+00;;
0;;2786;5.57E-01;0.00E+00;0.00E+00;;
0;;2787;5.57E-01;0.00E+00;0.00E+00;;
0;;2788;5.58E-01;0.00E+00;0.00E+00;;
0;;2789;5.58E-01;0.00E+00;0.00E+00;;
0;;2790;5.58E-01;0.00E+00;0.00E+00;;
0;;2791;5.58E-01;0.00E+00;0.00E+00;;
1;;2792;5.58E-01;4.00E-02;1.60E-03;;
0;;2793;5.59E-01;0.00E+00;0.00E+00;;
0;;2794;5.59E-01;0.00E+00;0.00E+00;;
0;;2795;5.59E-01;0.00E+00;0.00E+00;;
0;;2796;5.59E-01;0.00E+00;0.00E+00;;
0;;2797;5.59E-01;0.00E+00;0.00E+00;;
1;;2798;5.60E-01;4.00E-02;1.60E-03;;
1;;2799;5.60E-01;4.00E-02;1.60E-03;;
0;;2800;5.60E-01;0.00E+00;0.00E+00;;
1;;2801;5.60E-01;4.00E-02;1.60E-03;;
1;;2802;5.60E-01;4.00E-02;1.60E-03;;
1;;2803;5.61E-01;4.00E-02;1.60E-03;;
1;;2804;5.61E-01;4.00E-02;1.60E-03;;
