Memory Length4000;;;;;;;
Trigger Level0.000E+00;;;;;;;
SourceCH1;;;;;;;
Probe1X;;;;;;;
Vertical UnitsV;;;;;;;
Vertical Scale;1.00E+00;;;;;;
Vertical Position;-4.00E-02;;;;;;
Horizontal Unitss;;;;;;;
Horizontal Scale5.000E-02;;;;;;;
Horizontal Position0.000E+00;;;;;;;
Horizontal ModeRoll Mode;;;;;;;
Sampling Period;2.00E-04;;;;;;
FirmwareV1.12;;;;;;;
Time ;;Escalas de tiempo;Tiempo(s);Waveform Data Ch1;Ch1 (V);Waveform Data Ch1;Ch2 (V)
ModeFast;;;;;;;
Waveform Data;;;;;;;
6;;918;1.84E-01;2.40E-01;9.60E-03;;
6;;919;1.84E-01;2.40E-01;9.60E-03;;
5;;920;1.84E-01;2.00E-01;8.00E-03;;
6;;921;1.84E-01;2.40E-01;9.60E-03;;
6;;922;1.84E-01;2.40E-01;9.60E-03;;
6;;923;1.85E-01;2.40E-01;9.60E-03;;
6;;924;1.85E-01;2.40E-01;9.60E-03;;
6;;925;1.85E-01;2.40E-01;9.60E-03;;
7;;926;1.85E-01;2.80E-01;1.12E-02;;
6;;927;1.85E-01;2.40E-01;9.60E-03;;
6;;928;1.86E-01;2.40E-01;9.60E-03;;
6;;929;1.86E-01;2.40E-01;9.60E-03;;
6;;930;1.86E-01;2.40E-01;9.60E-03;;
7;;931;1.86E-01;2.80E-01;1.12E-02;;
6;;932;1.86E-01;2.40E-01;9.60E-03;;
7;;933;1.87E-01;2.80E-01;1.12E-02;;
7;;934;1.87E-01;2.80E-01;1.12E-02;;
7;;935;1.87E-01;2.80E-01;1.12E-02;;
7;;936;1.87E-01;2.80E-01;1.12E-02;;
7;;937;1.87E-01;2.80E-01;1.12E-02;;
7;;938;1.88E-01;2.80E-01;1.12E-02;;
8;;939;1.88E-01;3.20E-01;1.28E-02;;
8;;940;1.88E-01;3.20E-01;1.28E-02;;
8;;941;1.88E-01;3.20E-01;1.28E-02;;
8;;942;1.88E-01;3.20E-01;1.28E-02;;
8;;943;1.89E-01;3.20E-01;1.28E-02;;
8;;944;1.89E-01;3.20E-01;1.28E-02;;
8;;945;1.89E-01;3.20E-01;1.28E-02;;
8;;946;1.89E-01;3.20E-01;1.28E-02;;
8;;947;1.89E-01;3.20E-01;1.28E-02;;
7;;948;1.90E-01;2.80E-01;1.12E-02;;
8;;949;1.90E-01;3.20E-01;1.28E-02;;
8;;950;1.90E-01;3.20E-01;1.28E-02;;
8;;951;1.90E-01;3.20E-01;1.28E-02;;
8;;952;1.90E-01;3.20E-01;1.28E-02;;
9;;953;1.91E-01;3.60E-01;1.44E-02;;
9;;954;1.91E-01;3.60E-01;1.44E-02;;
8;;955;1.91E-01;3.20E-01;1.28E-02;;
9;;956;1.91E-01;3.60E-01;1.44E-02;;
8;;957;1.91E-01;3.20E-01;1.28E-02;;
8;;958;1.92E-01;3.20E-01;1.28E-02;;
8;;959;1.92E-01;3.20E-01;1.28E-02;;
9;;960;1.92E-01;3.60E-01;1.44E-02;;
9;;961;1.92E-01;3.60E-01;1.44E-02;;
9;;962;1.92E-01;3.60E-01;1.44E-02;;
9;;963;1.93E-01;3.60E-01;1.44E-02;;
9;;964;1.93E-01;3.60E-01;1.44E-02;;
9;;965;1.93E-01;3.60E-01;1.44E-02;;
9;;966;1.93E-01;3.60E-01;1.44E-02;;
9;;967;1.93E-01;3.60E-01;1.44E-02;;
10;;968;1.94E-01;4.00E-01;1.60E-02;;
10;;969;1.94E-01;4.00E-01;1.60E-02;;
9;;970;1.94E-01;3.60E-01;1.44E-02;;
9;;971;1.94E-01;3.60E-01;1.44E-02;;
10;;972;1.94E-01;4.00E-01;1.60E-02;;
10;;973;1.95E-01;4.00E-01;1.60E-02;;
9;;974;1.95E-01;3.60E-01;1.44E-02;;
10;;975;1.95E-01;4.00E-01;1.60E-02;;
10;;976;1.95E-01;4.00E-01;1.60E-02;;
10;;977;1.95E-01;4.00E-01;1.60E-02;;
10;;978;1.96E-01;4.00E-01;1.60E-02;;
10;;979;1.96E-01;4.00E-01;1.60E-02;;
10;;980;1.96E-01;4.00E-01;1.60E-02;;
10;;981;1.96E-01;4.00E-01;1.60E-02;;
11;;982;1.96E-01;4.40E-01;1.76E-02;;
10;;983;1.97E-01;4.00E-01;1.60E-02;;
11;;984;1.97E-01;4.40E-01;1.76E-02;;
10;;985;1.97E-01;4.00E-01;1.60E-02;;
11;;986;1.97E-01;4.40E-01;1.76E-02;;
11;;987;1.97E-01;4.40E-01;1.76E-02;;
11;;988;1.98E-01;4.40E-01;1.76E-02;;
11;;989;1.98E-01;4.40E-01;1.76E-02;;
11;;990;1.98E-01;4.40E-01;1.76E-02;;
11;;991;1.98E-01;4.40E-01;1.76E-02;;
11;;992;1.98E-01;4.40E-01;1.76E-02;;
12;;993;1.99E-01;4.80E-01;1.92E-02;;
11;;994;1.99E-01;4.40E-01;1.76E-02;;
11;;995;1.99E-01;4.40E-01;1.76E-02;;
11;;996;1.99E-01;4.40E-01;1.76E-02;;
11;;997;1.99E-01;4.40E-01;1.76E-02;;
11;;998;2.00E-01;4.40E-01;1.76E-02;;
11;;999;2.00E-01;4.40E-01;1.76E-02;;
12;;1000;2.00E-01;4.80E-01;1.92E-02;;
12;;1001;2.00E-01;4.80E-01;1.92E-02;;
12;;1002;2.00E-01;4.80E-01;1.92E-02;;
12;;1003;2.01E-01;4.80E-01;1.92E-02;;
12;;1004;2.01E-01;4.80E-01;1.92E-02;;
12;;1005;2.01E-01;4.80E-01;1.92E-02;;
12;;1006;2.01E-01;4.80E-01;1.92E-02;;
12;;1007;2.01E-01;4.80E-01;1.92E-02;;
12;;1008;2.02E-01;4.80E-01;1.92E-02;;
13;;1009;2.02E-01;5.20E-01;2.08E-02;;
12;;1010;2.02E-01;4.80E-01;1.92E-02;;
12;;1011;2.02E-01;4.80E-01;1.92E-02;;
12;;1012;2.02E-01;4.80E-01;1.92E-02;;
13;;1013;2.03E-01;5.20E-01;2.08E-02;;
12;;1014;2.03E-01;4.80E-01;1.92E-02;;
13;;1015;2.03E-01;5.20E-01;2.08E-02;;
13;;1016;2.03E-01;5.20E-01;2.08E-02;;
13;;1017;2.03E-01;5.20E-01;2.08E-02;;
13;;1018;2.04E-01;5.20E-01;2.08E-02;;
13;;1019;2.04E-01;5.20E-01;2.08E-02;;
14;;1020;2.04E-01;5.60E-01;2.24E-02;;
13;;1021;2.04E-01;5.20E-01;2.08E-02;;
13;;1022;2.04E-01;5.20E-01;2.08E-02;;
14;;1023;2.05E-01;5.60E-01;2.24E-02;;
14;;1024;2.05E-01;5.60E-01;2.24E-02;;
14;;1025;2.05E-01;5.60E-01;2.24E-02;;
13;;1026;2.05E-01;5.20E-01;2.08E-02;;
14;;1027;2.05E-01;5.60E-01;2.24E-02;;
14;;1028;2.06E-01;5.60E-01;2.24E-02;;
14;;1029;2.06E-01;5.60E-01;2.24E-02;;
14;;1030;2.06E-01;5.60E-01;2.24E-02;;
15;;1031;2.06E-01;6.00E-01;2.40E-02;;
15;;1032;2.06E-01;6.00E-01;2.40E-02;;
14;;1033;2.07E-01;5.60E-01;2.24E-02;;
14;;1034;2.07E-01;5.60E-01;2.24E-02;;
14;;1035;2.07E-01;5.60E-01;2.24E-02;;
14;;1036;2.07E-01;5.60E-01;2.24E-02;;
15;;1037;2.07E-01;6.00E-01;2.40E-02;;
15;;1038;2.08E-01;6.00E-01;2.40E-02;;
15;;1039;2.08E-01;6.00E-01;2.40E-02;;
15;;1040;2.08E-01;6.00E-01;2.40E-02;;
15;;1041;2.08E-01;6.00E-01;2.40E-02;;
15;;1042;2.08E-01;6.00E-01;2.40E-02;;
15;;1043;2.09E-01;6.00E-01;2.40E-02;;
15;;1044;2.09E-01;6.00E-01;2.40E-02;;
15;;1045;2.09E-01;6.00E-01;2.40E-02;;
15;;1046;2.09E-01;6.00E-01;2.40E-02;;
15;;1047;2.09E-01;6.00E-01;2.40E-02;;
16;;1048;2.10E-01;6.40E-01;2.56E-02;;
15;;1049;2.10E-01;6.00E-01;2.40E-02;;
16;;1050;2.10E-01;6.40E-01;2.56E-02;;
16;;1051;2.10E-01;6.40E-01;2.56E-02;;
16;;1052;2.10E-01;6.40E-01;2.56E-02;;
16;;1053;2.11E-01;6.40E-01;2.56E-02;;
16;;1054;2.11E-01;6.40E-01;2.56E-02;;
16;;1055;2.11E-01;6.40E-01;2.56E-02;;
16;;1056;2.11E-01;6.40E-01;2.56E-02;;
16;;1057;2.11E-01;6.40E-01;2.56E-02;;
16;;1058;2.12E-01;6.40E-01;2.56E-02;;
16;;1059;2.12E-01;6.40E-01;2.56E-02;;
16;;1060;2.12E-01;6.40E-01;2.56E-02;;
16;;1061;2.12E-01;6.40E-01;2.56E-02;;
16;;1062;2.12E-01;6.40E-01;2.56E-02;;
16;;1063;2.13E-01;6.40E-01;2.56E-02;;
16;;1064;2.13E-01;6.40E-01;2.56E-02;;
16;;1065;2.13E-01;6.40E-01;2.56E-02;;
16;;1066;2.13E-01;6.40E-01;2.56E-02;;
17;;1067;2.13E-01;6.80E-01;2.72E-02;;
16;;1068;2.14E-01;6.40E-01;2.56E-02;;
16;;1069;2.14E-01;6.40E-01;2.56E-02;;
17;;1070;2.14E-01;6.80E-01;2.72E-02;;
17;;1071;2.14E-01;6.80E-01;2.72E-02;;
17;;1072;2.14E-01;6.80E-01;2.72E-02;;
17;;1073;2.15E-01;6.80E-01;2.72E-02;;
17;;1074;2.15E-01;6.80E-01;2.72E-02;;
18;;1075;2.15E-01;7.20E-01;2.88E-02;;
17;;1076;2.15E-01;6.80E-01;2.72E-02;;
17;;1077;2.15E-01;6.80E-01;2.72E-02;;
18;;1078;2.16E-01;7.20E-01;2.88E-02;;
18;;1079;2.16E-01;7.20E-01;2.88E-02;;
18;;1080;2.16E-01;7.20E-01;2.88E-02;;
18;;1081;2.16E-01;7.20E-01;2.88E-02;;
17;;1082;2.16E-01;6.80E-01;2.72E-02;;
17;;1083;2.17E-01;6.80E-01;2.72E-02;;
18;;1084;2.17E-01;7.20E-01;2.88E-02;;
18;;1085;2.17E-01;7.20E-01;2.88E-02;;
17;;1086;2.17E-01;6.80E-01;2.72E-02;;
18;;1087;2.17E-01;7.20E-01;2.88E-02;;
18;;1088;2.18E-01;7.20E-01;2.88E-02;;
19;;1089;2.18E-01;7.60E-01;3.04E-02;;
19;;1090;2.18E-01;7.60E-01;3.04E-02;;
19;;1091;2.18E-01;7.60E-01;3.04E-02;;
18;;1092;2.18E-01;7.20E-01;2.88E-02;;
19;;1093;2.19E-01;7.60E-01;3.04E-02;;
19;;1094;2.19E-01;7.60E-01;3.04E-02;;
19;;1095;2.19E-01;7.60E-01;3.04E-02;;
19;;1096;2.19E-01;7.60E-01;3.04E-02;;
19;;1097;2.19E-01;7.60E-01;3.04E-02;;
19;;1098;2.20E-01;7.60E-01;3.04E-02;;
19;;1099;2.20E-01;7.60E-01;3.04E-02;;
19;;1100;2.20E-01;7.60E-01;3.04E-02;;
19;;1101;2.20E-01;7.60E-01;3.04E-02;;
19;;1102;2.20E-01;7.60E-01;3.04E-02;;
19;;1103;2.21E-01;7.60E-01;3.04E-02;;
19;;1104;2.21E-01;7.60E-01;3.04E-02;;
20;;1105;2.21E-01;8.00E-01;3.20E-02;;
20;;1106;2.21E-01;8.00E-01;3.20E-02;;
20;;1107;2.21E-01;8.00E-01;3.20E-02;;
20;;1108;2.22E-01;8.00E-01;3.20E-02;;
20;;1109;2.22E-01;8.00E-01;3.20E-02;;
20;;1110;2.22E-01;8.00E-01;3.20E-02;;
20;;1111;2.22E-01;8.00E-01;3.20E-02;;
20;;1112;2.22E-01;8.00E-01;3.20E-02;;
20;;1113;2.23E-01;8.00E-01;3.20E-02;;
20;;1114;2.23E-01;8.00E-01;3.20E-02;;
20;;1115;2.23E-01;8.00E-01;3.20E-02;;
20;;1116;2.23E-01;8.00E-01;3.20E-02;;
20;;1117;2.23E-01;8.00E-01;3.20E-02;;
20;;1118;2.24E-01;8.00E-01;3.20E-02;;
20;;1119;2.24E-01;8.00E-01;3.20E-02;;
20;;1120;2.24E-01;8.00E-01;3.20E-02;;
20;;1121;2.24E-01;8.00E-01;3.20E-02;;
20;;1122;2.24E-01;8.00E-01;3.20E-02;;
20;;1123;2.25E-01;8.00E-01;3.20E-02;;
21;;1124;2.25E-01;8.40E-01;3.36E-02;;
21;;1125;2.25E-01;8.40E-01;3.36E-02;;
20;;1126;2.25E-01;8.00E-01;3.20E-02;;
21;;1127;2.25E-01;8.40E-01;3.36E-02;;
21;;1128;2.26E-01;8.40E-01;3.36E-02;;
20;;1129;2.26E-01;8.00E-01;3.20E-02;;
22;;1130;2.26E-01;8.80E-01;3.52E-02;;
21;;1131;2.26E-01;8.40E-01;3.36E-02;;
21;;1132;2.26E-01;8.40E-01;3.36E-02;;
21;;1133;2.27E-01;8.40E-01;3.36E-02;;
21;;1134;2.27E-01;8.40E-01;3.36E-02;;
22;;1135;2.27E-01;8.80E-01;3.52E-02;;
22;;1136;2.27E-01;8.80E-01;3.52E-02;;
21;;1137;2.27E-01;8.40E-01;3.36E-02;;
21;;1138;2.28E-01;8.40E-01;3.36E-02;;
23;;1139;2.28E-01;9.20E-01;3.68E-02;;
22;;1140;2.28E-01;8.80E-01;3.52E-02;;
22;;1141;2.28E-01;8.80E-01;3.52E-02;;
22;;1142;2.28E-01;8.80E-01;3.52E-02;;
21;;1143;2.29E-01;8.40E-01;3.36E-02;;
22;;1144;2.29E-01;8.80E-01;3.52E-02;;
21;;1145;2.29E-01;8.40E-01;3.36E-02;;
23;;1146;2.29E-01;9.20E-01;3.68E-02;;
22;;1147;2.29E-01;8.80E-01;3.52E-02;;
23;;1148;2.30E-01;9.20E-01;3.68E-02;;
22;;1149;2.30E-01;8.80E-01;3.52E-02;;
23;;1150;2.30E-01;9.20E-01;3.68E-02;;
23;;1151;2.30E-01;9.20E-01;3.68E-02;;
22;;1152;2.30E-01;8.80E-01;3.52E-02;;
22;;1153;2.31E-01;8.80E-01;3.52E-02;;
23;;1154;2.31E-01;9.20E-01;3.68E-02;;
23;;1155;2.31E-01;9.20E-01;3.68E-02;;
23;;1156;2.31E-01;9.20E-01;3.68E-02;;
23;;1157;2.31E-01;9.20E-01;3.68E-02;;
22;;1158;2.32E-01;8.80E-01;3.52E-02;;
23;;1159;2.32E-01;9.20E-01;3.68E-02;;
22;;1160;2.32E-01;8.80E-01;3.52E-02;;
23;;1161;2.32E-01;9.20E-01;3.68E-02;;
23;;1162;2.32E-01;9.20E-01;3.68E-02;;
23;;1163;2.33E-01;9.20E-01;3.68E-02;;
23;;1164;2.33E-01;9.20E-01;3.68E-02;;
24;;1165;2.33E-01;9.60E-01;3.84E-02;;
24;;1166;2.33E-01;9.60E-01;3.84E-02;;
24;;1167;2.33E-01;9.60E-01;3.84E-02;;
24;;1168;2.34E-01;9.60E-01;3.84E-02;;
24;;1169;2.34E-01;9.60E-01;3.84E-02;;
24;;1170;2.34E-01;9.60E-01;3.84E-02;;
23;;1171;2.34E-01;9.20E-01;3.68E-02;;
24;;1172;2.34E-01;9.60E-01;3.84E-02;;
23;;1173;2.35E-01;9.20E-01;3.68E-02;;
24;;1174;2.35E-01;9.60E-01;3.84E-02;;
24;;1175;2.35E-01;9.60E-01;3.84E-02;;
24;;1176;2.35E-01;9.60E-01;3.84E-02;;
24;;1177;2.35E-01;9.60E-01;3.84E-02;;
23;;1178;2.36E-01;9.20E-01;3.68E-02;;
24;;1179;2.36E-01;9.60E-01;3.84E-02;;
24;;1180;2.36E-01;9.60E-01;3.84E-02;;
24;;1181;2.36E-01;9.60E-01;3.84E-02;;
24;;1182;2.36E-01;9.60E-01;3.84E-02;;
24;;1183;2.37E-01;9.60E-01;3.84E-02;;
24;;1184;2.37E-01;9.60E-01;3.84E-02;;
24;;1185;2.37E-01;9.60E-01;3.84E-02;;
24;;1186;2.37E-01;9.60E-01;3.84E-02;;
24;;1187;2.37E-01;9.60E-01;3.84E-02;;
24;;1188;2.38E-01;9.60E-01;3.84E-02;;
24;;1189;2.38E-01;9.60E-01;3.84E-02;;
24;;1190;2.38E-01;9.60E-01;3.84E-02;;
24;;1191;2.38E-01;9.60E-01;3.84E-02;;
24;;1192;2.38E-01;9.60E-01;3.84E-02;;
24;;1193;2.39E-01;9.60E-01;3.84E-02;;
24;;1194;2.39E-01;9.60E-01;3.84E-02;;
24;;1195;2.39E-01;9.60E-01;3.84E-02;;
25;;1196;2.39E-01;1.00E+00;4.00E-02;;
24;;1197;2.39E-01;9.60E-01;3.84E-02;;
25;;1198;2.40E-01;1.00E+00;4.00E-02;;
24;;1199;2.40E-01;9.60E-01;3.84E-02;;
25;;1200;2.40E-01;1.00E+00;4.00E-02;;
24;;1201;2.40E-01;9.60E-01;3.84E-02;;
25;;1202;2.40E-01;1.00E+00;4.00E-02;;
25;;1203;2.41E-01;1.00E+00;4.00E-02;;
25;;1204;2.41E-01;1.00E+00;4.00E-02;;
24;;1205;2.41E-01;9.60E-01;3.84E-02;;
25;;1206;2.41E-01;1.00E+00;4.00E-02;;
25;;1207;2.41E-01;1.00E+00;4.00E-02;;
24;;1208;2.42E-01;9.60E-01;3.84E-02;;
24;;1209;2.42E-01;9.60E-01;3.84E-02;;
25;;1210;2.42E-01;1.00E+00;4.00E-02;;
25;;1211;2.42E-01;1.00E+00;4.00E-02;;
25;;1212;2.42E-01;1.00E+00;4.00E-02;;
25;;1213;2.43E-01;1.00E+00;4.00E-02;;
25;;1214;2.43E-01;1.00E+00;4.00E-02;;
26;;1215;2.43E-01;1.04E+00;4.16E-02;;
25;;1216;2.43E-01;1.00E+00;4.00E-02;;
25;;1217;2.43E-01;1.00E+00;4.00E-02;;
25;;1218;2.44E-01;1.00E+00;4.00E-02;;
25;;1219;2.44E-01;1.00E+00;4.00E-02;;
25;;1220;2.44E-01;1.00E+00;4.00E-02;;
25;;1221;2.44E-01;1.00E+00;4.00E-02;;
25;;1222;2.44E-01;1.00E+00;4.00E-02;;
25;;1223;2.45E-01;1.00E+00;4.00E-02;;
25;;1224;2.45E-01;1.00E+00;4.00E-02;;
25;;1225;2.45E-01;1.00E+00;4.00E-02;;
25;;1226;2.45E-01;1.00E+00;4.00E-02;;
25;;1227;2.45E-01;1.00E+00;4.00E-02;;
26;;1228;2.46E-01;1.04E+00;4.16E-02;;
25;;1229;2.46E-01;1.00E+00;4.00E-02;;
25;;1230;2.46E-01;1.00E+00;4.00E-02;;
25;;1231;2.46E-01;1.00E+00;4.00E-02;;
26;;1232;2.46E-01;1.04E+00;4.16E-02;;
26;;1233;2.47E-01;1.04E+00;4.16E-02;;
25;;1234;2.47E-01;1.00E+00;4.00E-02;;
25;;1235;2.47E-01;1.00E+00;4.00E-02;;
25;;1236;2.47E-01;1.00E+00;4.00E-02;;
25;;1237;2.47E-01;1.00E+00;4.00E-02;;
26;;1238;2.48E-01;1.04E+00;4.16E-02;;
25;;1239;2.48E-01;1.00E+00;4.00E-02;;
26;;1240;2.48E-01;1.04E+00;4.16E-02;;
25;;1241;2.48E-01;1.00E+00;4.00E-02;;
25;;1242;2.48E-01;1.00E+00;4.00E-02;;
26;;1243;2.49E-01;1.04E+00;4.16E-02;;
25;;1244;2.49E-01;1.00E+00;4.00E-02;;
26;;1245;2.49E-01;1.04E+00;4.16E-02;;
26;;1246;2.49E-01;1.04E+00;4.16E-02;;
25;;1247;2.49E-01;1.00E+00;4.00E-02;;
26;;1248;2.50E-01;1.04E+00;4.16E-02;;
25;;1249;2.50E-01;1.00E+00;4.00E-02;;
26;;1250;2.50E-01;1.04E+00;4.16E-02;;
26;;1251;2.50E-01;1.04E+00;4.16E-02;;
25;;1252;2.50E-01;1.00E+00;4.00E-02;;
25;;1253;2.51E-01;1.00E+00;4.00E-02;;
26;;1254;2.51E-01;1.04E+00;4.16E-02;;
26;;1255;2.51E-01;1.04E+00;4.16E-02;;
26;;1256;2.51E-01;1.04E+00;4.16E-02;;
26;;1257;2.51E-01;1.04E+00;4.16E-02;;
26;;1258;2.52E-01;1.04E+00;4.16E-02;;
26;;1259;2.52E-01;1.04E+00;4.16E-02;;
26;;1260;2.52E-01;1.04E+00;4.16E-02;;
26;;1261;2.52E-01;1.04E+00;4.16E-02;;
26;;1262;2.52E-01;1.04E+00;4.16E-02;;
26;;1263;2.53E-01;1.04E+00;4.16E-02;;
25;;1264;2.53E-01;1.00E+00;4.00E-02;;
25;;1265;2.53E-01;1.00E+00;4.00E-02;;
26;;1266;2.53E-01;1.04E+00;4.16E-02;;
25;;1267;2.53E-01;1.00E+00;4.00E-02;;
26;;1268;2.54E-01;1.04E+00;4.16E-02;;
26;;1269;2.54E-01;1.04E+00;4.16E-02;;
26;;1270;2.54E-01;1.04E+00;4.16E-02;;
26;;1271;2.54E-01;1.04E+00;4.16E-02;;
27;;1272;2.54E-01;1.08E+00;4.32E-02;;
25;;1273;2.55E-01;1.00E+00;4.00E-02;;
26;;1274;2.55E-01;1.04E+00;4.16E-02;;
26;;1275;2.55E-01;1.04E+00;4.16E-02;;
26;;1276;2.55E-01;1.04E+00;4.16E-02;;
26;;1277;2.55E-01;1.04E+00;4.16E-02;;
26;;1278;2.56E-01;1.04E+00;4.16E-02;;
26;;1279;2.56E-01;1.04E+00;4.16E-02;;
26;;1280;2.56E-01;1.04E+00;4.16E-02;;
25;;1281;2.56E-01;1.00E+00;4.00E-02;;
25;;1282;2.56E-01;1.00E+00;4.00E-02;;
26;;1283;2.57E-01;1.04E+00;4.16E-02;;
26;;1284;2.57E-01;1.04E+00;4.16E-02;;
26;;1285;2.57E-01;1.04E+00;4.16E-02;;
26;;1286;2.57E-01;1.04E+00;4.16E-02;;
26;;1287;2.57E-01;1.04E+00;4.16E-02;;
26;;1288;2.58E-01;1.04E+00;4.16E-02;;
25;;1289;2.58E-01;1.00E+00;4.00E-02;;
25;;1290;2.58E-01;1.00E+00;4.00E-02;;
25;;1291;2.58E-01;1.00E+00;4.00E-02;;
26;;1292;2.58E-01;1.04E+00;4.16E-02;;
25;;1293;2.59E-01;1.00E+00;4.00E-02;;
26;;1294;2.59E-01;1.04E+00;4.16E-02;;
26;;1295;2.59E-01;1.04E+00;4.16E-02;;
25;;1296;2.59E-01;1.00E+00;4.00E-02;;
25;;1297;2.59E-01;1.00E+00;4.00E-02;;
26;;1298;2.60E-01;1.04E+00;4.16E-02;;
26;;1299;2.60E-01;1.04E+00;4.16E-02;;
26;;1300;2.60E-01;1.04E+00;4.16E-02;;
26;;1301;2.60E-01;1.04E+00;4.16E-02;;
26;;1302;2.60E-01;1.04E+00;4.16E-02;;
25;;1303;2.61E-01;1.00E+00;4.00E-02;;
26;;1304;2.61E-01;1.04E+00;4.16E-02;;
26;;1305;2.61E-01;1.04E+00;4.16E-02;;
25;;1306;2.61E-01;1.00E+00;4.00E-02;;
25;;1307;2.61E-01;1.00E+00;4.00E-02;;
26;;1308;2.62E-01;1.04E+00;4.16E-02;;
25;;1309;2.62E-01;1.00E+00;4.00E-02;;
26;;1310;2.62E-01;1.04E+00;4.16E-02;;
26;;1311;2.62E-01;1.04E+00;4.16E-02;;
25;;1312;2.62E-01;1.00E+00;4.00E-02;;
25;;1313;2.63E-01;1.00E+00;4.00E-02;;
25;;1314;2.63E-01;1.00E+00;4.00E-02;;
25;;1315;2.63E-01;1.00E+00;4.00E-02;;
25;;1316;2.63E-01;1.00E+00;4.00E-02;;
24;;1317;2.63E-01;9.60E-01;3.84E-02;;
25;;1318;2.64E-01;1.00E+00;4.00E-02;;
25;;1319;2.64E-01;1.00E+00;4.00E-02;;
25;;1320;2.64E-01;1.00E+00;4.00E-02;;
24;;1321;2.64E-01;9.60E-01;3.84E-02;;
25;;1322;2.64E-01;1.00E+00;4.00E-02;;
25;;1323;2.65E-01;1.00E+00;4.00E-02;;
25;;1324;2.65E-01;1.00E+00;4.00E-02;;
25;;1325;2.65E-01;1.00E+00;4.00E-02;;
24;;1326;2.65E-01;9.60E-01;3.84E-02;;
25;;1327;2.65E-01;1.00E+00;4.00E-02;;
24;;1328;2.66E-01;9.60E-01;3.84E-02;;
25;;1329;2.66E-01;1.00E+00;4.00E-02;;
24;;1330;2.66E-01;9.60E-01;3.84E-02;;
25;;1331;2.66E-01;1.00E+00;4.00E-02;;
24;;1332;2.66E-01;9.60E-01;3.84E-02;;
24;;1333;2.67E-01;9.60E-01;3.84E-02;;
24;;1334;2.67E-01;9.60E-01;3.84E-02;;
25;;1335;2.67E-01;1.00E+00;4.00E-02;;
24;;1336;2.67E-01;9.60E-01;3.84E-02;;
24;;1337;2.67E-01;9.60E-01;3.84E-02;;
24;;1338;2.68E-01;9.60E-01;3.84E-02;;
25;;1339;2.68E-01;1.00E+00;4.00E-02;;
24;;1340;2.68E-01;9.60E-01;3.84E-02;;
24;;1341;2.68E-01;9.60E-01;3.84E-02;;
24;;1342;2.68E-01;9.60E-01;3.84E-02;;
24;;1343;2.69E-01;9.60E-01;3.84E-02;;
24;;1344;2.69E-01;9.60E-01;3.84E-02;;
24;;1345;2.69E-01;9.60E-01;3.84E-02;;
24;;1346;2.69E-01;9.60E-01;3.84E-02;;
24;;1347;2.69E-01;9.60E-01;3.84E-02;;
24;;1348;2.70E-01;9.60E-01;3.84E-02;;
24;;1349;2.70E-01;9.60E-01;3.84E-02;;
24;;1350;2.70E-01;9.60E-01;3.84E-02;;
24;;1351;2.70E-01;9.60E-01;3.84E-02;;
24;;1352;2.70E-01;9.60E-01;3.84E-02;;
24;;1353;2.71E-01;9.60E-01;3.84E-02;;
24;;1354;2.71E-01;9.60E-01;3.84E-02;;
24;;1355;2.71E-01;9.60E-01;3.84E-02;;
24;;1356;2.71E-01;9.60E-01;3.84E-02;;
24;;1357;2.71E-01;9.60E-01;3.84E-02;;
24;;1358;2.72E-01;9.60E-01;3.84E-02;;
24;;1359;2.72E-01;9.60E-01;3.84E-02;;
24;;1360;2.72E-01;9.60E-01;3.84E-02;;
23;;1361;2.72E-01;9.20E-01;3.68E-02;;
24;;1362;2.72E-01;9.60E-01;3.84E-02;;
24;;1363;2.73E-01;9.60E-01;3.84E-02;;
24;;1364;2.73E-01;9.60E-01;3.84E-02;;
24;;1365;2.73E-01;9.60E-01;3.84E-02;;
23;;1366;2.73E-01;9.20E-01;3.68E-02;;
24;;1367;2.73E-01;9.60E-01;3.84E-02;;
24;;1368;2.74E-01;9.60E-01;3.84E-02;;
24;;1369;2.74E-01;9.60E-01;3.84E-02;;
23;;1370;2.74E-01;9.20E-01;3.68E-02;;
24;;1371;2.74E-01;9.60E-01;3.84E-02;;
23;;1372;2.74E-01;9.20E-01;3.68E-02;;
23;;1373;2.75E-01;9.20E-01;3.68E-02;;
23;;1374;2.75E-01;9.20E-01;3.68E-02;;
23;;1375;2.75E-01;9.20E-01;3.68E-02;;
23;;1376;2.75E-01;9.20E-01;3.68E-02;;
23;;1377;2.75E-01;9.20E-01;3.68E-02;;
22;;1378;2.76E-01;8.80E-01;3.52E-02;;
23;;1379;2.76E-01;9.20E-01;3.68E-02;;
23;;1380;2.76E-01;9.20E-01;3.68E-02;;
23;;1381;2.76E-01;9.20E-01;3.68E-02;;
23;;1382;2.76E-01;9.20E-01;3.68E-02;;
22;;1383;2.77E-01;8.80E-01;3.52E-02;;
23;;1384;2.77E-01;9.20E-01;3.68E-02;;
22;;1385;2.77E-01;8.80E-01;3.52E-02;;
22;;1386;2.77E-01;8.80E-01;3.52E-02;;
23;;1387;2.77E-01;9.20E-01;3.68E-02;;
23;;1388;2.78E-01;9.20E-01;3.68E-02;;
23;;1389;2.78E-01;9.20E-01;3.68E-02;;
23;;1390;2.78E-01;9.20E-01;3.68E-02;;
22;;1391;2.78E-01;8.80E-01;3.52E-02;;
